review,class
"There was yoga before the time of Patanjali but it was not written down  or at least no text survives. We find elements of the practice in the Upanishads and of course in the Bhagavad Gita. But before Patanjali's codification there was no systematic text to guide the aspirant. Since then Patanjali's sutras have been translated into many languages along with commentary to elucidate the concise text  with Vyasa's commentary from the ninth century--upon which Iyengar makes some reliance--being the most important.With the publication of this book a decade ago  B.K.S. Iyengar laid his claim to being one of the world's foremost experts not only on the practice of yoga--which he certainly is--but on its theory as well. Mark well that the bulk of what we call yoga stems from these pithy aphorisms first written down by the Indian sage Patanjali some eighteen hundred years ago.* One can see in this authoritative  comprehensive--indeed  nearly exhaustive--translation and commentary that Iyengar aspires to take his place among the great yogis of history.For each of the 196 aphorisms (most texts have 195 omitting number 3.22 as superfluous  which Iyengar includes)  Iyengar gives first the Sanskrit  then the Sanskrit in transliteration. Then he breaks down the expression into its individual words and gives an English translation of each word. Indeed he often gives several possible English equivalents for each Sanskrit word. Then he gives his English translation of the aphorism. In this way the reader can judge the fidelity of Iyengar's expression. Better yet  the reader can have reference to another translation (I have Ernest Wood's  Alistair Shearer's and Barbara Stoler Miller's in front of me  but there are many others) and compare the results  and in doing so  come to a fuller appreciation of Patanjali's sometimes enigmatic words.Finally there are Iyengar's commentaries on each of the aphorisms  some of which cover several pages. Occasionally Iyengar gives tables for further clarification; indeed there are 18 tables and diagrams spread throughout the text. The sutras and commentary are framed with an Introduction  an Epilogue and four Appendices. There is a Glossary and an Index.To be candid  there is more in this book than can be assimilated by most persons interested in yoga. Even the most sincere practitioners will find the information and interpretation given by Iyengar daunting. Some may also object to Iyengar's non-secular presentation. While he stops short of calling yoga a religion  it is only the word ""religion"" that is left out! Iyengar makes his position clear from the opening sutra which he translates as ""With prayers for divine blessings  now begins an exposition of the sacred art of yoga."" Usually this opening statement is rendered simply as  ""Now  instruction in yoga."" In the Sanskrit there are only three words. Iyengar even identifies Patanjali as ""an evolved soul incarnated of his own will to help humanity"" who has ""assumed human form  experienced our sorrow and joys  and learned to transcend them."" (p. 1)Clearly Iyengar is taking a more spiritual position in this book than he took in his famous treatise on hatha yoga  Light on Yoga  first published in 1965  although even there he calls yoga ""the true union of our will with the will of God.""Personally  I have no problem with this. Properly understood  yoga is a religion if one so desires; and properly understood yoga is not a religion if that is what is appropriate. Most authorities believe that yoga works best as an adjunct to religion so that one can practice yoga and remain devout in one's own faith; in fact this is the usual practice. Furthermore  the emphasis here  as in all of Iyengar's work  is on the practical and the non-sectarian so that Iyengar's yoga is accessible and appropriate for persons of all faiths  and is in negation of none.I should add that from the spiritual yogi's point of view the idea of God is not personal. Although Patanjali refers to Isvara as our Lord and as God  many authorities believe that this is an inexplicit augmentation of his text that one may take or leave as one sees fit. Indeed most yogis who embrace God embrace a God similar to the God of the Vedas; that is a God that is Ineffable about which nothing can be said  a God beyond any human comprehension  a God without any attributes that we could name.By the way  Patanjali's yoga is often referred to as astanga yoga (astanga meaning ""eight-limbed"") because there are eight limbs or steps leading to liberation. It is also called raja yoga  the so-called king's yoga that comes after one has mastered the preliminaries of hatha yoga. More correctly however  hatha yoga and raja yoga are both integral parts of Patanjali's program with the purely physical aspects including asana and pranayama being mentioned but without any exposition. It wasn't until the middle ages and such works as the Hatha Yoga Pradipika by Svatmarama that hatha yoga gained prominence as something separate.There are four other yogas that have come down to us from ancient times that should not be confused with Patanjali's yoga. They are bhakti yoga  the yoga of faith and devotion; karma yoga  the yoga of selfless work; jnana yoga  the yoga of knowledge; and tantric yoga  the mystical yoga of self-indulgence. All but the latter are mentioned in the Bhagavad Gita.*Iyengar identifies Patanjali with the grammarian who lived some four hundred years earlier  but this is more of a traditional understanding than it is historical; most scholars including Georg Feuerstein and Mircea Eliade believe that Patanjali the grammarian and Patanjali the author of the Yoga Sutras are different persons who lived at different times.Bottom line: this is as close to an essential work on Patanjali as I have read. Any serious aspirant should have this book and study it.--Dennis Littrell  author of ""Yoga: Sacred and Profane (Beyond Hatha Yoga)""",Sozinho
"Marion Green  author of `A WITCH ALONE' has written another wonderful book for solitaries. Green practices ""WILD WITCHCRAFT' in the UK and she suggests that all the coven inductions in the world will not make you a witch if you don't understand the basis of magic  which is nothing less than the wild world. Over the years Green has developed a good deal of expertise in the areas of folklore and magic  both grounded in the natural world. I like her works because rather than merely relate ""fairy tales"" and magical gimmickry  she interweaves folk tales and folk practices that reflect the practical ways our ancestors related with the ground of their being  the Earth. Like her Witch Alone  this book is crammed with useful information.Green's narrative shows us that understanding the world around you begins with appreciating the balance of the solar and lunar cycles that govern the natural world (if those phenomena aren't magical what is??). And  what have humans done to affect this balance? (Two Indian scientists writing in a prestigious journal a few years ago suggested that Global Warming could be a factor leading to a Tsunami - think of how the ice caps weight the top and bottom of the globe remembering all the while that the Earth's surface is made up of tectonic plates that slip and slide and cause quakes and tidal waves. What happens if the weight of these polar caps changes?)Once upon a time  there was a world not ruled by the clock or the calendar. Those devices were introduced to regulate and control people. We moderns are far removed from our natural roots and it's rhythms. The introduction of space-time `regulations' leads to ailments generated by living in an artificial world  such as seasonal affective disorders (too little natural and too much artificial light  not enough natural vitamins?)  chronic fatigue (""daylight savings""  long work hours and stressful commutes  noise pollution)  and depression (consumption of overly refined sugars  bad fats  inorganic ingredients doctored with chemicals to ""improve"" taste).Green suggests that if we dig a little deeper and recover the practices and rituals associated with the `seasons' of the year which reflect the earth's natural rhythms  as well as practice a little old-fashioned common sense  we would better understand our role in the wild world. We could begin by reconnecting with the underlying pagan meanings associated with holidays and see that they represent celebrations of natural world  and continue by finding ways to be ""Green"".If you want to be an effective and vibrant witch and not simply a wannabee  get this book. You need to discover wild witchcraft to practice magic!!",Sozinho
I'm buying copies of this book for each of our kids - to show them one path through life they shouldn't even consider walking down. Steve Earle's life story isn't really all that new. Other artists  including numerous musicians have had difficulty with drug addiction following bouts with success in their craft. But Earle's story is nonetheless chilling and at times painful to absorb. The facts come crashing down like broken glass  leaving the reader to ponder just how Mr. Earle managed to survive THAT disaster.I gave this book four stars and in terms of literary quality  that is a generous rating. I agree with reviewer Dale Miles's conclusion that a skilled editor could have helped significantly with the writing quality. To be more specific  I'd have enjoyed a more in-depth analysis of Earle's music and of the music that inspired him. I'd like to know more about his philosophical and political beliefs - simply put  I'm sure more flesh could have been put on the bones of this story.Aside from those criticisms  I must admit that I'm hearing Steve Earle's music from a new perspective now. Back in real time  I'd heard of his addictions and of his battles with the music industry  but the numerous hard-luck stories revealed within Hardcore Troubador have a cumulative effect on the reader. Now  when I think about how I reacted to his weathered appearance at the Johnny Cash CMT tribute event  it all makes more sense. Earle's life episodes have certainly given him the blues and folk foundation from which he has drawn to create beautiful art  but I pity the man for what he's lived through in order to produce it.,Sozinho
I bought this book expecting  not a fast-paced novel  but an introspective look at a woman in pain over her fractured family. This book is not an introspective  it is a hodge-podge of fractured thoughts  conversations  images  and self-acknowledgements. The book annoyingly begins with the heroine of the story Reta Winters  who is an author [gasp] reciting every book she has published. The soon to be ever-present Danielle Westerman  Reta's friend or object of obsession  depending on how you read into it  makes her debut in these pages  because most of Reta's published work involves translations of Danielle's work. Why do we need to know what Reta Winters has written? The boring  self-absorbed tone of these first few pages should have been a red flag for me  but I had been hooked by the first pages  and wanted to know what had caused Reta's self-described 'period of great unhappiness.' When I learned in later pages that her eldest daughter  Norah had removed herself from normal life  and was living on the streets  I was intrigued and wanted to find out more.What a mistake....The bits and pieces scattered through the novel that actually tell the story of where Norah is and why are simply morsels to keep one reading a tortuously laborious novel. Reta goes on and on about topics that are fragmented and seem to have no relation to one another. Imagine your everyday thoughts  random as they can be  written down and passed off for a novel. That is what 'Unless' has to offer. I found the all too frequent references to the great Danielle Westerman [I could never understand why she was such a figure of worship for the main character...] are annoying and distracting.I read hundreds of books each year and don't give up easily on a novel  but I found myself skipping large sections of this novel  looking for the name 'Norah' so that I could get back to the story line.I do realize that this novel is supposed to be about what goes on in Reta Winters' mind as she goes through such a painful event as a daughter who has turned her back on life  but I lost patience with Reta's self-absorption.If I spent as much time self-obsessing and Danielle Westerman-obsessing  as this character does  I would never accomplish anything.I would not recommend this novel to anyone  unless you are prepared to waste your money  your time  and end up frustrated by the loss of both.,Sozinho
Cath is a 40ish woman who was once a freelance writer who has been forced into becoming a speechwriter for big business in early 1990s New York. Her husband  who is 20 years older than her  has been stricken with Alzheimer's  and she is in dire need of money to cover the expenses of his care. Some of her connections get her a job with Niedecker Bereche  an investment bank. When she gets to her new job she thinks 'I was in the belly of the beast:observe  listen  learn.' You see  her problem is that she is a feminist liberal idealist  so she is out of her element in the cutthroat world of high finance. She soon finds that a lot of what goes on at her work are scams and schemes much like those that brought down Enron. She does manage to find an ally to stem the tide of corruption from infecting her. Mike  a coworker  is also aware of the dangers of capitalism run amok and plans to take down the company from the inside out. The problem is that after working there for a while  Cath has perhaps changed her mind about the evils she once perceived.Moral Hazard by Kate Jennings is an excellent work. It was critical of big business behavior without sacrificing story or preaching. It also retains a human element in the scenes with Cath and her stricken husband as he gradually deteriorates into a man she no longer knows. The satire in it is also humorous. It explodes the myth that Wall Street bankers know what they are doing and reveals them as paranoid  helpless  and corrupt investors who blow with the wind of rumors. I think we have already seen in real life what happens when markets are left to regulate themselves. This book is a great short read.,Sozinho
Harold McGee is probably the most widely cited writer in American culinary writing today. Alton Brown literally genuflects at the mention of his name and complains that he is hard pressed to find a subject on which Herr McGee has not already explored at some length. His major work  `On Food and Cooking' appears to be on the short list of Culinary Institute of America references for their students  next to Escoffier and their own references.This work  `The Curious Cook'  is a bit different that the other work  in spite of the subtitle `More Kitchen Science and Lore'. The larger book is largely theoretical. This book is largely experimental and its subtitle should be the title of the first and longest section `Playing With Food'. The lesson taught here is probably the single most important lesson you can learn in any endeavor. That is  when in doubt  try a little experiment. When I was studying philosophy  this largely took the form of thought experiments  not unlike the development of a Science Fiction plot. `What would happen if there were artificial people who were indistinguishable from biological humans. The result is the story `Blade Runner'. When I worked with chemistry  this step was obvious. Oddly  I had to relearn the lesson when I became a professional programmer. It took a few years and more than a few books to learn the value of prototyping code  even for some of the most simple algorithms. All this means is that when you cook  YOU ARE ALLOWED TO TRY THINGS OUT WITH THE OBJECTIVE OF SEEING IF SOMETHING WORKS. My favorite example is in making and using a simple bechamel sauce to make macaroni and cheese or creamed chipped beef without having the sauce break.I am constantly amazed at the blissful ignorance behind some common misstatements by very good professional chefs who have established themselves as celebrity educators on various TV cooking shows. I suspect the most common is the statement that laying meat into a hot saute pan sears the flesh to seal in the moisture. This misstatement is the subject of McGee's first chapter  where with a simple kitchen scale  he demonstrates what should be common sense to anyone with some knowledge of physics. Application of high heat reduces the moisture in the meat. This essay was published before the Food Network was a gleam in network entrepreneurs' eyes  yet Emeril and Tyler and Rachael and even Wolfgang repeat this misstatement on a regular basis. The lucky thing about this statement is that searing meat or any other food for that matter  has a very important benefit  in that it develops flavor through caramelization and the Maillard reactions. By design or by chance  the explanation of the Maillard reactions come in the very last chapter of the book  providing the reason we have been searing food for millennia.There are other books that deal with food and science. Some of the most recent and most famous are `Cookwise' by Shirley Corriher  `I'm Only Here for the Food' by Alton Brown  and `What Einstein Told His Cook' by Robert Wolke. All of these works are exceptionally good books. But  none of these works give the kind on encouragement and the kind of clues you need to find culinary answers on your own.One warning may be in order. Science  i.e.  the method of experimentation and observation is the most powerful method developed to answer questions and acquire knowledge  but it is certainly not enough to make you a superior cook. For example  I really like Alton Brown's `Good Eats' shows and I often use his recipes  but whenever I see Mario Batali do something in a different way than Alton  I invariably use Mario's recipe or method rather than Brown's suggestion. The heart of the reason behind this is that Mario Batali is a very  very good professional chef and Alton Brown is not. Preparing food is a fine mix between knowledge and artistic expression. Professional chefs know the best ways to do things to achieve the most desirable culinary result  even if they do not know the scientific explanation for why they do things in a certain way.I will warn you that some of the essays in Parts II and III are a bit long on reflection and a bit short on practical application. I may even go so far as to say some of these sections are just a bit dull. In spite of this  the first section on `Playing with Food' plus the essays on aluminum and the Maillard reactions are all pure gold for the dedicated foodie.Very highly recommended for anyone interested in food.,Sozinho
For Americans  Richard Olney is one of the three most influential writers on French cuisine  along with Julia Child and Elizabeth David  although these three all approach their subject from a different direction. Child is the great popularizer who succeeded in communicating `la cuisine Bourgeoise' without compromising on the techniques used by housewives in Paris and Lyon and Provence. David was the `culinary anthropologist'  possibly less interested in culinary technique as in rustic culinary traditions and thinkings. Olney is the ambassador of haute cuisine to American restaurant kitchens. He was a colleague of James Beard  who recommended Olney to Time Life to edit their popular series on world food. The California gang  Alice Waters and Jeremiah Tower also cite him as the ultimate authority on French cuisine.Olney's notion of `simple' is quite different from what you may expect from modern fast home cooking proponents such as Rachael Ray and Sandra Lee. His explanation of `simple food' requires a rather closely reasoned seven pages in his Preface. Olney's position is like my favorite anecdote of Mario Batali commenting on a trainee's `rustic' dice job  he says `No dude  that's just lazy'. Olney recognizes that what many people call simple is really an excuse for the lazy cook. At the other extreme  Olney dismisses fancy architectural constructions on the dinner plate. This is certainly not lazy  but it is not simple either. Although Olney does not dismiss expensive ingredients like truffles and foie gras  he does indict them as crutches used to replace imagination in the kitchen.Some people may promote being true to simple tastes as being the hallmark of simplicity. Olney rules this out by citing the many rustic methods used to transform base  inexpensive ingredients such as many vegetables into `something transcendental'. Here  he identifies the source of perceived complexity not in the kitchens of the Sun King (Louis XIV) or even in the Lyon three star kitchen  but in the efforts of peasants to turn marginally tasting ingredients into good food. Olney quotes Curnonsky's statement that `In cooking  as in all arts  simplicity is the sign of perfection.' Olney adduces from this the notion that the value of simplicity is not in the method but in the outcome. He is definitely opposed to efforts to make a leg of lamb imitate venison. One of his primary concerns is that we have respect for our materials.In a nutshell  he says `Simplicity-no doubt-is a complex thing' and finally arrives at what he considers the essence of the issue of simplicity and  irony of ironies  ends up sounding like Alton Brown  that glib satirist of the doctrines of French cooks. Olney says that understanding your ingredients and understanding the logic of your procedures is the thing which turns disasters resulting from blindly following recipes into great results. Olney says that like all art  cooking rules can be broken  but they can only be broken to good effect if you know them in the first place and know why they are the rules! This  then lays down the basis for how Olney presents his material. Unlike most books  certainly unlike those by Child and David  Olney addresses a culinary subject very much like Alton Brown in giving a roadmap to a general subject such as terrines  gratins  and egg dishes.This is not to say Olney would disagree with Child or David. In fact  I almost fell over when I ran into Olney's introduction to making an omelet where he says that `no method is better than any other'. This comes straight out of the mouth of Elizabeth David who says that the best omelet recipe is the one which works for you. One must be fair and say that both authors still have a pretty clear idea of what an omelet is and how it is different  for example  from scrambled eggs  for which  by the way  Olney gives an excellent recipe.Olney's book is like many of David's books in that you can read it from cover to cover and feel much richer for it without having made a single recipe. But  unlike David  Olney's recipes are as finely detailed as Childs  with the added attraction that he explains what is going on and why. One of my favorite examples is his explanation of why finely sieved hard boiled egg yolks go so well with bitter greens  as they perform a function very similar to salt in balancing the bitter with the fatty and making the combination that much more worthy to eat.Olney is a great fan of vegetables. His discussions and recipes for vegetables are some of the best and this must be one of the things which attract Ms. Waters to his writings.This book is a classic and easily high on the list of choices for my ten best. The Preface summarized above is a bit tough but if you have any interest in food other than something you need to keep you alive  this book will reward you.,Sozinho
"No other author in history has so astutely penned such profound and sublime novels with such amazing social insight as has Scottie(as his contemporaries called him) - all the while doing it with such amazing and unparalleled grace and lucidity. While The Love of the Last Tycoon may not be finished  I can easily discern that F. Scott was well on his way to achieving his goal -penning a novel on the level of The Great Gatsby and not as ""depressing"" as Tender is the Night.What makes this so amazing  yet so painful  is the extraordinary potential that this work exudes. The Last Tycoon does seem to be like Gatsby moreso than any other Fitzgerald work in its endearing and sympathetic characters such as the self-made Monroe Stahr  the young Cecilia  & tragic Kathleen. As usual  Fitzgerald recreates and tells of his life experiences - this time of his tumultuous years in Hollywood as a screen writer. Although hardened somewhat at this stage of his career  Fitzgerald  like his hero Stahr  still purveys his characteristic idealism laced with a latent hint of foreboding tragedy inevitably awaiting on the horizon. Stahr  like Fitzgerald  is forever viewed as a boy wonder  despite being a seasoned veteran at this stage of his career  due to his overnight success at age 23. So  Fitzgerald  who had the splendid This Side of Paradise published at age 23  and who also was known for his propensity to turn a sickly pale white just as Stahr does  ingeniously incorporates himself into his work one last time.The incredibly insightful notes  outlines  and revisions written by Fitzgerald shown at the conclusion of the book open an amazing new world of intropection to the reader. I give it 5 stars not for what it is  but for what it would have been. I just finished reading all of his works chronologically and I must say  unequivocally  that this very well could have eclipsed his other works of fiction  all of which are truly sublime.""It is an escape into a lavish  romantic past that perhaps will not come again into our time."" - F. Scott on The Last Tycoon",Sozinho
"I have no doubt that The Last Tycoon would have warranted at least one more star if Fitzgerald had lived to finish it. But like it or not  we have no way of knowing what he would have written and can only judge the merits of what he did write. And that  in any case  is still pretty good. It is definitely a departure from his earlier works  and a tantalizing taste of what he might have continued to do with his talent later on. The images of Southern California back when it was a nice place to live are wonderful  as is the behind-the-scenes look at the movie industry during its golden era.This is also the only Fitzgerald work I know of in which the narrator is a woman  and it's defnitely fascinating to see how he went about that exercize. Cecilia Brady is just about as egotistical and cynical as most of his other protagonists  but her innocence is refreshing. Also  telling the story through the eyes of one just outside the loop of the movie industry (she's the daughter of one producer  and hopelessly in love with another) was a very clever move. It allowed the plot to develop around the personal life of Cecilia's crush  Monroe Stahr  with only a bit of the bitterness from his work-related troubles seeping through.But the sad truth is that that plot had only begun to develop. We know far more about Monroe Stahr from the notes and sketches Fitzgerald never intended for publication than we do from the ""finished"" part of the novel (which wasn't entirely finished either). If nothing else  though  this was a great start. As long as you don't expect more than that  it's worth reading.",Sozinho
Perhaps Jim Bouton himself says it best: 'The books that have come after mine make BALL FOUR  as an expose  read like THE BOBBSEY TWINS GO TO THE SEASHORE.'This is because--dare I say it?--BALL FOUR is now pretty tame stuff. Oh  no doubt  it's entertaining...and Bouton IS a good writer (or Schecter a great editor). And let's never forget that WITHOUT it  we should never have had the pleasure of Dennis Rodman's name on a bestseller.But the book is hardly shocking anymore  and I doubt the high school toughs of today have even heard of it  much less decided to read it (now  if MICHAEL JORDAN decided to write a tell-all....)However  the diminished shock value makes BALL FOUR'S merits stand out more clearly than perhaps they could when it was new. Though I wasn't shocked by it  I often found myself laughing; Bouton has a way of sketching characters and dialogue quite entertainingly. Too  being a bit of an outsider myself  I could certainly relate to his one-rational-voice-crying-out-in-the-wilderness persona. And the 1990 edition of the book has value in that Bouton is able to look back and see the results of the changes in baseball he and others worked toward.So  perhaps  the reader's enjoyment of BALL FOUR is in the approach. Don't expect to be shocked or enraged; that time is past. Rather  expect four or five days of solid chuckles and a good feeling when you finish.,Sozinho
My teacher for my History of Sports class recommended this book and I bought it. He told us that is was a very controversial book at the time because it spoke of things that were better left unspoken. That is the best recommendation you can get!It is a very funny book  sometimes Bouton describes things that could be in a movie about baseball  a National Lampoon version that is. There is drinking gambling and looking at girls from all angles. But didn't we all expect them to this anyway?He was ostracized by baseball but it is really harmless fun  the new sections in this edition also talk about what happened after the first edition came out. Get it,Sozinho
Jim Bouton's 'Ball Four' is  without a doubt  the best book ever written by a professional athlete and is arguably the greatest baseball book of all-time. Dozens of kiss-n-tell sports novels have dotted the bestseller lists since 'Ball Four's' publication in 1970  but none are as funny or revealing as Bouton's expose. All however  owe their very existence to 'Ball Four' which shook the moral foundation of our national pastime upon its release. Bouton forever stripped away the All-American image of the professional sports hero with his humorous -- and sometimes X-rated -- locker room tales. Many  including then Commisioner Bowie Kuhn  felt that Bouton had forever tarnished baseball's image with his less than flattering portrayals of some of the game's biggest stars.(Namely Bouton's former Yankee teammate Mickey Mantle). Jim Bouton  in 1970  was Public Enemy #1 in the eyes of the baseball establishment. Truth be told  Bouton merely humanized the professional athlete. Many players--especially Bouton himself --are portrayed as being uncertain of their abilities and fearful of losing their jobs in the highly competitive world of major league baseball.(Such insecurity is best exemplified when Bouton is traded in mid-season from Seattle to Houston and lives to tell us about it!) Overall  'Ball Four' is one heckuva book. Bouton's sense of humor is absolutely side-splitting and his sensitivity  at times  is downright moving. This is a fantastic  groundbreaking novel which no sports fan should be without. Six Stars!!,Sozinho
I read this book when it first came out. It was quite an eye-opener although it may seem tame by today's standards. There was  we were told  an unwritten (and in some cases WRITTEN) rule that what happens in the club house stays in the club house. Jim Bouton certainly trashed that maxim as well as a lot of other sacred icons in 'Ball Four'. In the process he became more famous for his writing than he ever was for his pitching.This book is actually a diary of a pitcher's season. Bouton was a flame-throwing pitcher for the Yankees but he blew out his arm when he was still relatively young. He attempted to come back as a knuckle ball pitcher with the Seattle Pilots (remember them?). Pitching on an expansion team in its' first year gave Bouton an interesting perspective. Afterall  his previous service in the majors involved pitching in the World Series for the almighty Yankees. He went from a great team to a lousy team; from being a very good pitcher to a slightly below mediocre pitcher. With this background  the author shares what it was like to be at the top and what it is like to be at the bottom. We go day to day through the season. Bouton critiques his various pitching performances as well as the rest of the expansion team. Much of the book is hilarious  especially the parts about his manager  Joe Schultz. It is  however  Bouton's comments about his former Yankee teammates that have ruffled so many feathers. For example  he ponders how many more home runs Mickey Mantle would have gotten if he hadn't come to so many games hungover. Well  so much for Bouton being invited to Old-timer's games at Yankee Stadium. Yet his book is tame compared to today's slash and burn sports reporters. Mickey actually comes across as a loveable hero rather than the tragic figure many later portayed him as.Many people have tried to portray the life of a major league athlete. Most have made it too complicated or glamorous. Bouton's version still stands out as the best. He makes it sound like fun. You'll have fun  too  if you read 'Ball Four'.,Sozinho
I wish I'd read this book long before I had. The authors present you with some of life's stickiest situations and then tell you exactly how to handle it with words. What makes this book so invaluable is that the authors don't assume that the situation always involves bitterness--for example  their suggestions for leaving a job actually admit that it could just be a peaceful exit.If you want to know how to disentangle yourself from an employer you're sure is going to hold a grudge  they give you elegant ways of telling your future employer about it. Use their method  and you won't sound whiny  belligerent  or even disgruntled! If anything  their methods make the former employer's words about you look questionable and stilted. I did use their ideas on this  and THEY WORKED.To be brutally honest  this book is all about spin and the power it holds. So often in communication with one another  we forget that what we say is just as important as how we say it. In the age of emails and faxes  we're losing our manners and making unintentional enemies in the process. This book will re-educate you on the finer points of being nice and  dare I say it  being emotionally neutral.The authors clearly illustrate that our emotions keep us from being objective about a situation  and this is why Lifescripts is so helpful. They teach you how to distance yourself just enough to see the whole picture and then give you the words/actions necessary to properly deal with the problem. They also teach about a long-forgotten nuance of communication--take a pause and think before you say it/do it/write it.It's an excellent book that any manager  employee  or senior executive could easily benefit from  and I think it's even appropriate reading for high school age. Knowing when to say what can save you a lot of trouble...,Sozinho
I have just finished reading the four exquisite novellas in this set by Edith Wharton and  after drying the tears  I am ready to say that I was inthe company of genius. These stories  not just for women  are written about a time when manners and feelings counted. A time when things were slower  more thoughtful  people communicated  and issues to be dealt with were..these are the things Edith Wharton wrote about. The stories deal with topics people are still dealing with today in our so-called new age and new economy. But how they deal with their issues and how they relate can teach us a lot. Read these stories  weep  and learn. They are nothing short of magnificent!,Sozinho
"I first read The Dark Is Rising sequence as a grammar school student many years ago  having discovered it in our school library and checked it out essentially on a whim. I still remember to this day how I ended up spending an entire midwinter's weekend reading voraciously  forgetting about eating  about sleep  about going outside to play in the snow with friends.I read the series again the following year  and have done so every year since  at least once a year. I've long since grown into a middle-aged academic  but I continue to keep with tradition and read them regularly.Cooper's writing is both haunting and lyrical without being difficult  her characters and setpieces deeply moving and compelling without seeming overwrought. Cooper has created a world of High Magic  not of wand tricks and groaning  toothy monsters and self-absorbed wizards with pointy hats and potions  but a world that soon becomes a metaphor for the epic  humanistic moral foundation of all of human culture  a broad perspective that few authors ever manage to grasp  let alone are able to convey. Magic in the cooper world is sublime  forceful  and ageless  never verbose or quaint. These are tales of the magic of mother nature  the magic of family ties  the magic of history  of our collective memories and links to the past  and the magic of the living present  that we all cling to only for a moment.Though the writing is simple and accessible  the themes are those that make all great literature great. The Dark is Rising sequence is rewarding in the same way that McCrae's ""In Flanders Fields"" or Proust's ""A Remembrance of Things Past"" are rewarding  with the added benefit that The Dark is Rising can be shared with a younger audience coming to these notions and sensibilities for the first time.A must-read  for those of any age.",Sozinho
I have not read the original trilogy yet. According to several reviewers  my enjoyment of that series will be curtailed by having read this prequel first. Oh  well. I still plan to read the rest of the books because I enjoyed this one so much. John Christopher makes a very interesting and effective choice when he chooses to tell his story entirely from the point of view of his adolescent protagonists. We know only what they know. Their lives go on fairly normally for a time  even after the Tripods have arrived on Earth. But things begin to go gradually wrong until  by the end of the book  the Tripods are firmly in control of the Earth and our protagonists are fleeing for their lives with every hand turned against them. Very good. And the Tripods' method of taking over is chilling.,Sozinho
First of all  I hate the reprint covers. The covers themselves are silly looking  and the numbers on the side are misleading. I would not read When the Tripods Came until after you've read the entire series (The White Mountains  The City of Gold and Lead and The Pool of Fire). When the Tripods Came is a PREQUAL  and if you read it before the other books  you lose the sense of 'what happened to our world' that you want to have when you read the series. So  if you even want to read this book (it's not really needed with the rest of the series; the characters are not the same anyway and the story is only interesting if you want to know what happened to the world  but it is pretty much explained in the other books anyway)  go ahead and read it  but you don't lose much by not reading it. (But  as a message to all  don't read this book first! It is not the first book!),Sozinho
Although fourth in the series in terms of publication dates  this book is actually set earlier in time than the famous triology  giving us a chance to witness the Invasion firsthand.We meet all new heroes  of course. This story starts off slowly and seems somewhat bland after the first wave of tripods is exterminated. But gradually we realize their insidious plan to take over the Earth by Mind Control--mass Brain Washing via the media. People--kids as well as adults--start Tripping Out; pretty soon the majority of the population is saluting and chanting: Hail the Tripods! Is this tne end of human civilization?Young Laurie and his family (lead by the courageous father) undertake a dangerous  circuitous journey to escape the menace to free will in England; they feel that safety lies in distant Switzerland Europe's Land of the Free. But can the mountain-bred and peace-loving Swiss both human and alien attack? Is the human race doomed as Capping becomes mandatory even in the snowy Alps? This book extolls the virtues of being Human: the right to choose one's own destiny and the inate will to survive. If you have read the triology  Now it all Falls into Place! If you have not  Read This First!,Sozinho
